epoch,train_loss,val_loss
1000,0.13054050505161285,0.15352392196655273
2000,0.15574899315834045,0.1487736850976944
3000,0.10601623356342316,0.16460935771465302
4000,0.12991051375865936,0.14221476018428802
5000,0.10411060601472855,0.1682579070329666
6000,0.07112620025873184,0.1457529515028
7000,0.09259241074323654,0.15169647336006165
8000,0.08843357861042023,0.14313410222530365
9000,0.06360018998384476,0.1517959088087082
10000,0.08620185405015945,0.14933907985687256
11000,0.06186068058013916,0.15302249789237976
12000,0.0823826938867569,0.1488739252090454
