epoch,train_loss,val_loss
1000,0.14389431476593018,0.2362116575241089
2000,0.09010972827672958,0.2373332381248474
3000,0.15418986976146698,0.23985108733177185
4000,0.11195645481348038,0.2520551085472107
5000,0.14967279136180878,0.2372700273990631
6000,0.12476247549057007,0.21166226267814636
7000,0.13329628109931946,0.21309669315814972
8000,0.08894117921590805,0.20810280740261078
9000,0.12036595493555069,0.20540210604667664
10000,0.08069416880607605,0.19504554569721222
11000,0.12595853209495544,0.19978968799114227
12000,0.1126723513007164,0.20810644328594208
