epoch,train_loss,val_loss
1000,0.11953853070735931,0.11589943617582321
2000,0.19426923990249634,0.1140592023730278
3000,0.19828136265277863,0.11621832102537155
4000,0.10207081586122513,0.10507850348949432
5000,0.1167728379368782,0.12578268349170685
6000,0.1319192796945572,0.10545188933610916
7000,0.12333688884973526,0.10723278671503067
8000,0.09575019031763077,0.09038778394460678
9000,0.08287974447011948,0.09421548247337341
10000,0.10722542554140091,0.09488768875598907
11000,0.08365169167518616,0.09376215189695358
12000,0.021927332505583763,0.09320775419473648
