epoch,train_loss,val_loss
1000,0.10211330652236938,0.14824482798576355
2000,0.1490594893693924,0.1504218429327011
3000,0.16757576167583466,0.14980630576610565
4000,0.142000213265419,0.16335493326187134
5000,0.12295503914356232,0.14161334931850433
6000,0.059993065893650055,0.18483541905879974
7000,0.07428568601608276,0.1446983963251114
8000,0.04407096281647682,0.1637437343597412
9000,0.04514119029045105,0.16090959310531616
10000,0.03504109010100365,0.15238511562347412
11000,0.08183830231428146,0.15165309607982635
12000,0.10856755077838898,0.14949433505535126
