epoch,train_loss,val_loss
1000,0.17084230482578278,0.2812313437461853
2000,0.12118222564458847,0.27551501989364624
3000,0.19744542241096497,0.2582525312900543
4000,0.11423781514167786,0.2345459908246994
5000,0.1252553015947342,0.23208282887935638
6000,0.1524265706539154,0.24234971404075623
7000,0.1336566060781479,0.23775826394557953
8000,0.05973377078771591,0.23722027242183685
9000,0.05699506029486656,0.2308131456375122
10000,0.08630143105983734,0.2213895171880722
11000,0.08934205770492554,0.20669405162334442
12000,0.10756188631057739,0.2111995965242386
