epoch,train_loss,val_loss
1000,0.2244526892900467,0.20864121615886688
2000,0.19368810951709747,0.20284922420978546
3000,0.2281651794910431,0.2014046609401703
4000,0.1382630616426468,0.20801842212677002
5000,0.19847139716148376,0.19480499625205994
6000,0.17178486287593842,0.18474061787128448
7000,0.1108437329530716,0.15804696083068848
8000,0.23418910801410675,0.15359574556350708
9000,0.07633224129676819,0.15119148790836334
10000,0.15513278543949127,0.14770230650901794
11000,0.22268584370613098,0.1529821753501892
12000,0.2139054536819458,0.16761691868305206
13000,0.16247934103012085,0.15122178196907043
14000,0.041108209639787674,0.15112091600894928
15000,0.32221803069114685,0.15190917253494263
