epoch,train_loss,val_loss
1000,0.21608179807662964,0.19468443095684052
2000,0.22219571471214294,0.19359073042869568
3000,0.47918620705604553,0.19137293100357056
4000,0.08014170080423355,0.1887635439634323
5000,0.09110172092914581,0.187317356467247
6000,0.11643127351999283,0.182784765958786
7000,0.13069318234920502,0.1600566953420639
8000,0.2871464788913727,0.1548549085855484
9000,0.11347328126430511,0.15202711522579193
10000,0.066855289041996,0.15208137035369873
11000,0.20121239125728607,0.15150028467178345
12000,0.15448646247386932,0.15232780575752258
13000,0.1467665284872055,0.15554995834827423
14000,0.16853781044483185,0.15458494424819946
15000,0.13719706237316132,0.22301241755485535
