epoch,train_loss,val_loss
1000,0.17792780697345734,0.19992126524448395
2000,0.14907285571098328,0.22550499439239502
3000,0.19323356449604034,0.23489798605442047
4000,0.15027324855327606,0.2524629235267639
5000,0.07888828217983246,0.23529045283794403
6000,0.1224023625254631,0.22152505815029144
7000,0.07689507305622101,0.23035334050655365
8000,0.06578177213668823,0.2236867994070053
9000,0.1085115596652031,0.2210787832736969
10000,0.060512885451316833,0.21261167526245117
11000,0.09048822522163391,0.2157820165157318
12000,0.044262759387493134,0.218353733420372
