epoch,train_loss,val_loss
1000,0.13523192703723907,0.2034553438425064
2000,0.10757574439048767,0.2506481111049652
3000,0.19554445147514343,0.2960570156574249
4000,0.21321257948875427,0.23261630535125732
5000,0.12789535522460938,0.2778037190437317
6000,0.14794094860553741,0.25250744819641113
7000,0.0875266045331955,0.22990643978118896
8000,0.07706715166568756,0.24333879351615906
9000,0.13341207802295685,0.25774991512298584
10000,0.09655151516199112,0.2567381262779236
11000,0.07286974787712097,0.2715103030204773
12000,0.10253684222698212,0.2802155911922455
