epoch,train_loss,val_loss
1000,0.21173273026943207,0.18727360665798187
2000,0.19185973703861237,0.1808122843503952
3000,0.16083528101444244,0.1697557121515274
4000,0.06715786457061768,0.17512288689613342
5000,0.1107272207736969,0.16144917905330658
6000,0.11122628301382065,0.15493471920490265
7000,0.0731504037976265,0.15012560784816742
8000,0.22229532897472382,0.14396679401397705
9000,0.1246597021818161,0.1422194391489029
10000,0.09631787985563278,0.14249663054943085
11000,0.14606966078281403,0.1403055191040039
12000,0.09281151741743088,0.14461058378219604
