epoch,train_loss,val_loss
1000,0.19485101103782654,0.20767049491405487
2000,0.14482325315475464,0.23549434542655945
3000,0.18988969922065735,0.18315419554710388
4000,0.09687504172325134,0.20469440519809723
5000,0.11680939793586731,0.15705829858779907
6000,0.16493643820285797,0.17311017215251923
7000,0.11059362441301346,0.17604969441890717
8000,0.08903306722640991,0.1730067878961563
9000,0.09662701189517975,0.17941682040691376
10000,0.05703484266996384,0.180258646607399
11000,0.05697771906852722,0.17967598140239716
12000,0.0567825548350811,0.18164993822574615
