epoch,train_loss,val_loss
1000,0.19776703417301178,0.14127549529075623
2000,0.19192101061344147,0.12487588822841644
3000,0.09272387623786926,0.12818218767642975
4000,0.13176652789115906,0.1215713620185852
5000,0.1802062690258026,0.11773302406072617
6000,0.13678708672523499,0.10985193401575089
7000,0.17313861846923828,0.10429544746875763
8000,0.07657407969236374,0.10239052772521973
9000,0.24249958992004395,0.09985000640153885
10000,0.12580661475658417,0.09955093264579773
11000,0.08617720752954483,0.10319817811250687
12000,0.06915337592363358,0.10024822503328323
13000,0.0887812003493309,0.10058029741048813
14000,0.17388291656970978,0.10093505680561066
15000,0.08969079703092575,0.09906060248613358
