epoch,train_loss,val_loss
1000,0.11876288056373596,0.2281511276960373
2000,0.15514495968818665,0.217453932762146
3000,0.14441847801208496,0.22448067665100097
4000,0.15444448590278625,0.2293573409318924
5000,0.09843112528324127,0.24653034806251525
6000,0.11420552432537079,0.2554571509361267
7000,0.0985628068447113,0.23077839016914367
8000,0.08852092176675797,0.22258497774600983
9000,0.0381917878985405,0.1980045795440674
10000,0.10547520965337753,0.2042507827281952
11000,0.06221083179116249,0.1969226837158203
12000,0.08767929673194885,0.19688470661640167
