epoch,train_loss,val_loss
1000,1.532292127609253,1.01073979139328
2000,0.1776391714811325,0.2714716404676437
3000,0.15929678082466125,0.24282307624816896
4000,0.09088756889104843,0.26069020926952363
5000,0.18923012912273407,0.2520616799592972
6000,0.15827576816082,0.24936800301074982
7000,0.16297774016857147,0.25921026468276975
8000,0.1093602329492569,0.2624829918146133
9000,0.10306669771671295,0.25892868638038635
10000,0.13098086416721344,0.2582002401351929
11000,0.09745766222476959,0.2581502437591553
12000,0.08901236951351166,0.254130956530571
