epoch,train_loss,val_loss
1000,0.122397281229496,0.20702358782291413
2000,0.16629540920257568,0.22714242041110994
3000,0.05688462778925896,0.21077407002449036
4000,0.1686607301235199,0.17546091079711915
5000,0.1363249123096466,0.18015892505645753
6000,0.13303382694721222,0.226291424036026
7000,0.10827893763780594,0.1830608069896698
8000,0.08408711105585098,0.18297634720802308
9000,0.042325690388679504,0.17924551665782928
10000,0.06655731052160263,0.17856736481189728
11000,0.0752139687538147,0.18034164011478424
12000,0.04150513559579849,0.18629420101642608
