epoch,train_loss,val_loss
1000,0.17448332905769348,0.20593968629837037
2000,0.10770456492900848,0.26355030834674836
3000,0.13038642704486847,0.2404698073863983
4000,0.1561337411403656,0.21912260949611664
5000,0.12891694903373718,0.2108764737844467
6000,0.06023937836289406,0.21765690743923188
7000,0.08351149410009384,0.23480130434036256
8000,0.057567298412323,0.2303103119134903
9000,0.07795234024524689,0.22642314732074736
10000,0.0671718493103981,0.22477140724658967
11000,0.08529025316238403,0.2211210995912552
12000,0.07441198080778122,0.2231134742498398
